Cruise ,Station,Type ,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth[m],Depth[m],Reference ,Doi,Pre-Press (calculated),Press ,Day ,Month ,Year ,ONI 3.4 region,ANOM 3.4 region,TNI,1+2 Coast,PDO state,Temperature insitu ,Temperature pot,Salinity CTD,Salinity bottle,Density sigma t,Density Kg/L,Oxygen (umol/Kg),Oxygen (umol/L),Oxygen (ml/L),AOU (umol/Kg),Oxygen (mg/L),PO4 [µmol/l],PO4 [µmol/Kg],NO2 [µmol/l],NO2 [µmol/Kg],SiO4 [µmol/l],SiO4 [µmol/Kg],NO3 [µmol/Kg],TCO2,DIC umol kg-1,Alkalinity (umol/Kg) measurement ,Alkalinity (umol/Kg) SW,pH NBS at 25C,pH sea water,pH total,pH plots,CFC12,"WCa at measurement conditions (20°C, P=0)","WAr at measurement conditions (20°C, P=0)",CO32-measurement conditions(µmol/kgSW),HCO3 measurements conditions (µmol/kgSW),WCa at ambient temp and P,WAr at at ambient temp and P,CO32- ambient temp and P µmol/kg SW),d18O,SD ?18O,d18O corr ,SD ?18O,dD,SD ?D,d13C,SD d13C,d13C Cristian,d18O eq calcite Kim and Oneil 1995 Discrimit ,d18O eq calcite Kim and Oneil 1995 d18O cal-d18Osw (theoretical one),d18O eq calcite Kim and Oneil 1995 d18O Equation ,"d18O eq calcite Lynch et al., 1999",d18Oeq Marchitto et al 2014,d18Oeq Marchitto et al 2014 cuadratic,Discriminate,Value discriminate,ESSW,ESSW %,AAIW,AAIW %,PDW,PDW %,STW,STW%,SAAW,SAAW %,Remineralization OMP,Denitrification OMP,Denitrification/100,Extrainfo,Extrainfo2,st,depth ,presure
M93,324,CTD/Bottle,*,*,-76.73,-12.62,77,19.73,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,19729.89311,19.841,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.12,,34.99,,26.15,1.026,1.872,1.92038,0.043,250.4611,,2.628,2.561403509,5.494,5.354775828,25.582208,24.93392593,14.80347803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C493,,,,
M93,324,CTD/Bottle,*,*,-76.73,-12.62,77,14.771,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,14771.05007,14.854,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.21,,34.99,,26.14,1.026,1.872,1.92038,0.043,249.9945,,2.574,2.50877193,5.573,5.431773879,23.178784,22.59140741,16.59156192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C494,,,,
M93,324,CTD/Bottle,*,*,-76.73,-12.62,77,9.32,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,9320.113952,9.372,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.44,,34.99,,26.09,1.026,1.785,1.83106,0.041,248.9017,,2.488,2.424951267,0.83,0.808966862,20.256512,19.74318908,2.465631261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C495,,,,
M93,324,CTD/Bottle,*,*,-76.73,-12.62,77,5.976,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5975.786643,6.009,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.5,,35,,26.08,1.026,28.511,29.2523,0.655,221.8528,,2.87,2.797270955,3.064,2.986354776,21.607232,21.05968031,7.851949225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C496,,,,
M93,324,CTD/Bottle,*,*,-76.73,-12.62,77,5.603,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5603.163848,5.634,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.75,,34.99,,26.02,1.026,30.426,31.21734,0.699,218.6894,,2.371,2.310916179,0.507,0.494152047,18.753568,18.27833138,1.467046661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C497,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,115.309,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,115309.0553,115.968,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.65,,34.97,,26.24,1.026,2.176,2.233,0.05,252.703,,3.043,2.96588694,0.039,0.038011696,41.349184,40.30134893,0.017407233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C498,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,107.95,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,107950.215,108.567,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.66,,34.97,,26.24,1.026,2.089,2.14368,0.048,252.732,,2.955,2.880116959,0.026,0.025341131,41.728672,40.67122027,0.031389032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C499,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,103.751,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,103751.3134,104.344,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.66,,34.97,,26.24,1.026,2.133,2.18834,0.049,252.6849,,3.016,2.93957115,0.034,0.033138402,41.199104,40.15507212,0.004160152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C500,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,98.878,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,98878.41419,99.443,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.68,,34.97,,26.24,1.026,2.133,2.18834,0.049,252.5764,,3.011,2.934697856,0.029,0.028265107,41.445664,40.39538402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C501,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,93.359,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,93359.22468,93.892,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.7,,34.97,,26.23,1.026,2.133,2.18834,0.049,252.4675,,2.965,2.889863548,0.029,0.028265107,40.268608,39.24815595,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C502,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,88.203,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,88202.88136,88.706,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.71,,34.97,,26.23,1.026,2.089,2.14368,0.048,252.4553,,3.022,2.945419103,0.027,0.026315789,40.28576,39.26487329,0.00219529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C503,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,83.974,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,83974.20823,84.453,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.73,,34.97,,26.23,1.026,2.089,2.14368,0.048,252.3475,,2.961,2.885964912,0.664,0.647173489,38.992928,38.00480312,0.299702904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C504,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,79.437,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,79437.25863,79.89,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.74,,34.98,,26.23,1.026,2.089,2.14368,0.048,252.2761,,2.908,2.834307992,1.444,1.407407407,38.607008,37.62866277,0.5828423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C505,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,73.831,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,73831.29217,74.252,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.75,,34.98,,26.22,1.026,2.133,2.18834,0.049,252.1757,,2.878,2.805068226,1.675,1.632553606,37.372064,36.42501365,0.487524818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C506,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,68.534,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,68533.7035,68.924,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.77,,34.98,,26.22,1.026,2.089,2.14368,0.048,252.1113,,2.904,2.830409357,3.763,3.667641326,35.886272,34.97687329,2.33078696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C507,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,63.36,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,63359.58198,63.72,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.8,,34.98,,26.21,1.026,2.089,2.14368,0.048,251.9509,,2.811,2.739766082,5.398,5.261208577,33.182688,32.34180117,3.581898287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C508,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,58.802,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,58801.77764,59.136,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.83,,34.98,,26.21,1.026,2.089,2.14368,0.048,251.7911,,2.868,2.795321637,5.329,5.193957115,32.843936,32.01163353,3.414350672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C509,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,53.564,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,53563.90712,53.868,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.87,,34.98,,26.2,1.026,2.046,2.09902,0.047,251.622,,2.85,2.777777778,5.468,5.329434698,31.439616,30.64290058,5.02695216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C510,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,48.604,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,48604.33384,48.88,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.9,,34.98,,26.2,1.026,2.046,2.09902,0.047,251.4624,,2.859,2.786549708,4.932,4.807017544,31.036544,30.25004288,6.355739797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C511,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,44.419,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,44419.1136,44.671,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.9,,34.98,,26.19,1.026,2.046,2.09902,0.047,251.4592,,2.813,2.7417154,4.491,4.377192982,31.362432,30.56767251,6.838669344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C512,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,39.375,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,39374.79722,39.598,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.92,,34.98,,26.19,1.026,2.046,2.09902,0.047,251.3516,,2.813,2.7417154,4.562,4.446393762,30.408352,29.63776998,7.495192634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C513,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,33.301,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,33300.80872,33.489,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.01,,34.99,,26.17,1.026,2.046,2.09902,0.047,250.8651,,2.798,2.727095517,5.349,5.213450292,29.702976,28.95026901,7.536291629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C514,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,28.966,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,28966.45467,29.13,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.04,,34.99,,26.17,1.026,2.002,2.05436,0.046,250.7507,,2.917,2.843079922,5.329,5.193957115,30.997952,30.21242885,4.803955935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C515,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,24.12,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,24119.84656,24.256,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.05,,34.99,,26.17,1.026,2.002,2.05436,0.046,250.6954,,2.896,2.822612086,5.005,4.878167641,30.528416,29.75479142,3.058270339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C516,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,19.111,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,19111.22224,19.219,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.07,,34.99,,26.16,1.026,2.002,2.05436,0.046,250.5884,,3.089,3.010721248,5.047,4.919103314,31.085856,30.29810526,1.956491085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C517,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,14.372,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,14372.12864,14.453,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.14,,34.99,,26.15,1.026,1.959,2.0097,0.045,250.2671,,2.924,2.849902534,4.785,4.66374269,28.255776,27.53974269,1.896946137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C518,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,8.982,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,8981.75231,9.032,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.3,,34.99,,26.12,1.026,1.959,2.0097,0.045,249.4419,,2.914,2.840155945,5.803,5.655945419,28.403712,27.68392982,2.438138175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C519,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,5.517,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5517.20141,5.548,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.37,,34.99,,26.1,1.026,2.176,2.233,0.05,248.8646,,2.907,2.833333333,6.073,5.919103314,26.894336,26.21280312,2.984843716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C520,,,,
M93,325,CTD/Bottle,*,*,-76.82,-12.69,116,5.577,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,5577.161195,5.608,12,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.6,,34.99,,26.05,1.026,2.133,2.18834,0.049,247.7391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,1002.216,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,1002215.571,1009.054,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,4.55,,34.55,,27.38,1.027,47.834,49.126,1.1,265.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,1002.518,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,1002517.725,1009.358,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,4.55,,34.55,,27.38,1.027,47.747,49.03668,1.098,266.0732,,3.143,3.06037001,0.043,0.041869523,80.728032,78.60567868,42.74925055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C624,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,799.287,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,799286.9182,804.667,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,5.28,,34.54,,27.28,1.027,29.788,30.5921,0.685,278.4584,,3.259,3.173320351,0.042,0.040895813,68.292832,66.49740214,44.72573367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C625,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,602.079,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,602078.5552,606.039,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,6.64,,34.56,,27.13,1.027,11.089,11.3883,0.255,287.2505,,3.245,3.159688413,0.037,0.036027264,52.114208,50.74411685,43.78637057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C626,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,601.961,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,601961.3773,605.923,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,6.62,,34.56,,27.13,1.027,11.219,11.52228,0.258,287.2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,398.732,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,398732.0186,401.241,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,9.26,,34.68,,26.84,1.027,1.609,1.65242,0.037,279.0958,,2.95,2.872444012,0.047,0.045764362,35.995616,35.0492853,36.4414551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C628,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,299.819,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,299818.9713,301.657,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,10.66,,34.78,,26.67,1.027,1.479,1.51844,0.034,270.4828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,300.425,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,300424.7653,302.263,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,10.74,,34.78,,26.66,1.027,1.392,1.42912,0.032,270.0991,,2.749,2.676728335,4.662,4.539435248,31.75264,30.91785784,26.86716373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C630,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,198.194,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,198194.0726,199.373,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.03,,34.86,,26.48,1.026,1.262,1.29514,0.029,262.6254,,2.658,2.590643275,4.62,4.502923977,28.358688,27.64004678,21.79419246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C631,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,150.71,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,150710.2722,151.591,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.72,,34.9,,26.37,1.026,1.219,1.25048,0.028,258.7647,,2.611,2.544834308,3.039,2.961988304,26.38192,25.71337232,20.58892435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C632,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,150.716,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,150716.4266,151.597,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,12.72,,34.9,,26.37,1.026,1.262,1.29514,0.029,258.7217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,120.008,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,120008.4226,120.703,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.12,,34.93,,26.32,1.026,1.175,1.20582,0.027,256.5793,,2.603,2.537037037,5.228,5.095516569,26.480544,25.80949708,16.999287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C634,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,110.231,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,110230.958,110.866,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.27,,34.93,,26.29,1.026,1.132,1.16116,0.026,255.8143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,110.35,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,110349.7588,110.984,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.3,,34.92,,26.28,1.026,1.219,1.25048,0.028,255.5837,,2.62,2.553606238,5.221,5.088693957,25.57792,24.92974659,15.87527478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C636,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,97.01,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,97009.85585,97.565,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.37,,34.91,,26.25,1.026,1.132,1.16116,0.026,255.3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,96.504,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,96503.50334,97.054,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,13.41,,34.89,,26.23,1.026,1.175,1.20582,0.027,255.0813,,2.68,2.61208577,0.635,0.618908382,21.30064,20.7608577,21.52123194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C638,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,75.216,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,75215.63986,75.633,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.23,,34.91,,26.07,1.026,3.656,3.75144,0.084,248.2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,74.821,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,74821.38972,75.237,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,14.23,,34.92,,26.08,1.026,5.572,5.71648,0.128,246.3456,,2.559,2.494152047,0.071,0.06920078,15.17952,14.7948538,25.55636539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C640,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,27.565,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,27565.20427,27.701,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.08,,35.24,,25.43,1.025,221.819,227.36406,5.091,11.2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,27.391,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,27391.11725,27.526,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,18.07,,35.23,,25.43,1.025,226.263,231.91938,5.193,6.8176,,0.854,0.833170732,0.726,0.708292683,3.62336,3.534985366,4.63202135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C642,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,10.729,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,10729.21519,10.775,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,20.81,,35.28,,24.76,1.025,246.262,252.41832,5.652,-24.8667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,10.632,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,10631.87949,10.677,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,20.89,,35.28,,24.74,1.025,247.438,253.62414,5.679,-26.3651,,0.565,0.551219512,0.025,0.024390244,1.62944,1.589697561,0.118166367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C644,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,2.175,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,2175.39481,2.183,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,23.45,,35.22,,23.97,1.024,228.97,234.465,5.25,-17.6987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M93,334.1,CTD/Bottle,*,*,-77.42,-13.51,1003,2.462,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,2461.730566,2.47,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,23.82,,35.18,,23.83,1.024,226.745,232.18734,5.199,-16.7836,,0.556,0.54296875,0.021,0.020507813,2.008928,1.96184375,0.015345549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C646,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,1002.061,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,1002061.093,1008.91,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,4.45,,34.55,,27.39,1.027,50.27,51.62696,1.156,264.3105,,3.152,3.069133398,0.017,0.016553067,83.791808,81.5889075,42.48541866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C647,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,798.529,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,798529.4289,803.887,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,5.49,,34.54,,27.26,1.027,25.483,26.17076,0.586,281.2236,,3.342,3.254138267,0.024,0.023369036,67.808288,66.02559688,44.94482328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C648,,,,
M93,335,CTD/Bottle,*,*,-77.25,-13.38,1003,598.042,"Reyes-Macaya et al., 2022",https://doi.org/10.1029/2021JC017527,598042.2637,601.966,13,2,2013,-0.3,-0.41,-0.999,25.37,-1.31,6.82,,34.57,,27.11,1.027,8.741,8.97666,0.201,288.3291,,3.234,3.148977605,0.02,0.019474197,52.011296,50.64391042,43.6534674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C649,,,,
